1769862,-728,1048,-15200,-40,8,-13,172,106,-664,-1947757,-486505066,956282941,41874445,4.421025276184082,176.10824584960938,233.85394287109375
118831,-576,1160,-17336,11,-5,-29,-180,-572,-511,262152,7798225,656992472,-848499076,1.281105399131775,284.5570068359375,179.4674530029297
1769968,-768,952,-14952,-26,1,-14,182,108,-673,1783559,-486964463,955794379,47339657,4.24462890625,175.40841674804688,233.911376953125
118937,-528,1136,-17368,-16,10,-27,-180,-570,-504,7577866,656230937,-849020433,-37273917,6.144209384918213,177.34410095214844,255.3315887451172
1770075,-792,1152,-15120,-26,30,-9,189,106,-666,1927108,-486998230,955778617,47304867,4.214289665222168,175.40487670898438,233.9158935546875
119043,-696,1280,-17240,-37,43,-25,-177,-567,-511,7487920,656204285,-849038831,-37342144,6.137749195098877,177.33236694335938,255.327880859375
1770181,-408,1144,-15120,-29,44,-10,170,101,-657,2080587,-487032108,955761902,47287294,4.183733940124512,175.39920043945312,233.92044067382812
119150,-560,1280,-17640,-29,39,-23,-176,-566,-499,7432506,656173278,-849061204,-37389371,6.134355068206787,177.3246307373047,255.32363891601562
1770288,-504,784,-14944,-5,35,-13,173,105,-658,2208362,-487065256,955745198,47277720,4.1588335037231445,175.39401245117188,233.92481994628906
119256,-560,1528,-17016,-108,55,48,-187,-567,-479,7390424,656140674,-849083717,-37458567,6.136069297790527,177.31591796875,255.3191680908203
1770394,-440,968,-15224,-13,41,-12,181,102,-651,2331300,-487098467,955728282,47271614,4.135190010070801,175.38873291015625,233.92916870117188
119363,-152,1800,-17208,-45,-6,243,-186,-571,-475,7400746,656104899,-849107123,-37552491,6.149853706359863,177.3085174560547,255.3142547607422
1770500,-528,800,-15080,-44,19,-9,175,101,-650,262192,3246146,-487423672,955573958,359.4087829589844,306.03753662109375,180.182861328125
119519,-176,1472,-17192,69,6,30,-179,-559,-473,7400746,656104899,-849107123,-37552491,6.149853706359863,177.3085174560547,255.3142547607422
1770657,-576,1008,-15008,-72,-17,-5,176,107,-656,262192,3246146,-487423672,955573958,359.4087829589844,306.03753662109375,180.182861328125
119625,-488,1168,-17488,102,-48,-47,-182,-574,-500,24639400,634792614,-864442215,-45742758,10.018887519836426,177.61460876464844,252.47813415527344
1770763,-600,1064,-14864,-60,-7,-5,172,98,-662,628558,-488721626,955185231,41151645,3.8792901039123535,176.05723571777344,234.12643432617188
119732,-392,1248,-17536,28,-4,-37,-174,-576,-484,24200193,634800956,-864470741,-45320406,9.889840126037598,177.62335205078125,252.47877502441406
1770870,-632,1080,-14896,-70,-2,-4,176,107,-661,703047,-488703023,955188833,41287531,3.8781943321228027,176.04066467285156,234.12423706054688
119838,-432,1352,-17384,21,1,-36,-170,-570,-493,23733983,634812289,-864495234,-44939412,9.761392593383789,177.62684631347656,252.4796905517578
1770976,-696,1088,-15104,-70,-13,-6,169,105,-670,784236,-488686864,955190009,41449795,3.878408193588257,176.02125549316406,234.122314453125
119945,-448,1208,-17200,14,3,-36,-179,-571,-492,23231652,634830435,-864517788,-44509652,9.620597839355469,177.63229370117188,252.48150634765625
1771083,-712,1040,-14944,-73,-6,-5,169,102,-668,830210,-488672583,955190921,41595995,3.8837664127349854,176.0050811767578,234.12054443359375
120051,-448,1264,-17312,11,6,-38,-177,-567,-483,22691319,634856746,-864533564,-44104838,9.476457595825195,177.6332244873047,252.48431396484375
1771189,-608,1264,-14808,-61,6,-4,177,101,-655,886551,-488656368,955193222,41732264,3.886171817779541,175.98934936523438,234.1185760498047
120210,-488,1376,-17360,21,2,-40,-186,-568,-484,22691319,634856746,-864533564,-44104838,9.476457595825195,177.6332244873047,252.48431396484375
1771345,-664,1224,-14920,-49,-3,-3,173,107,-665,886551,-488656368,955193222,41732264,3.886171817779541,175.98934936523438,234.1185760498047
120317,-488,1344,-17400,40,-12,-39,-179,-564,-494,15435715,636052740,-863937754,-41613855,7.918742656707764,177.3953857421875,252.6328125
1771452,-720,1192,-15232,-57,-25,-1,171,102,-656,1597453,-487624536,955256665,51244216,4.66516637802124,175.0469207763672,233.98448181152344
120423,-584,1296,-17448,60,-75,-55,-185,-572,-511,15341665,636066009,-863934729,-41508494,7.889301300048828,177.39857482910156,252.63461303710938
1771558,-456,1320,-15080,-9,-39,7,163,98,-669,1676891,-487602467,955263226,51329295,4.658095836639404,175.03492736816406,233.98196411132812
120530,-1016,880,-17560,129,-89,-53,-186,-573,-536,15231207,636079370,-863930585,-41430610,7.860513687133789,177.3983612060547,252.63632202148438
1771665,-80,-7448,-15320,-284,-189,-61,147,107,-668,1780766,-487581021,955269987,51403647,4.6453447341918945,175.02276611328125,233.97964477539062
120636,-736,824,-17416,72,-7,-32,-182,-584,-533,15112203,636093262,-863926815,-41339415,7.8285722732543945,177.3987579345703,252.63815307617188
1771771,-1288,-7512,-15480,701,-4,534,133,61,-621,1903456,-487558966,955275763,51501014,4.631245136260986,175.00750732421875,233.97726440429688
120743,-688,888,-17184,54,26,-23,-182,-587,-542,14984647,636107524,-863923402,-41237597,7.793817043304443,177.3995361328125,252.6400146484375
1771877,-672,-1104,-17056,1137,73,-425,175,4,-595,2032834,-487536834,955281882,51591998,4.61525297164917,174.99252319335938,233.9748992919922
120849,-864,696,-17192,67,6,-24,-176,-576,-552,262152,13523031,636299459,-863826182,2.2891061305999756,287.3192138671875,179.11949157714844
120956,-712,704,-17192,11,23,-25,-179,-583,-567,262152,9294692,636974280,-863358736,1.5620325803756714,287.23834228515625,179.38717651367188
1772034,-432,792,-15624,880,87,140,211,-25,-558,2032834,-487536834,955281882,51591998,4.61525297164917,174.99252319335938,233.9748992919922
1772140,-288,1696,-13008,273,67,163,237,-42,-544,79382725,-466036700,958796351,-100693795,335.3521423339844,186.06971740722656,231.18954467773438
121112,-632,712,-17376,0,22,-26,-176,-593,-548,262152,9294692,636974280,-863358736,1.5620325803756714,287.23834228515625,179.38717651367188
1772247,592,1352,-13152,-257,116,342,221,-45,-554,80353691,-465628009,958647956,-103196144,334.936279296875,186.2757568359375,231.1231689453125
121218,-552,1072,-17408,-83,-4,-36,-186,-583,-527,-2563456,636042899,-864497688,-31750791,3.5744810104370117,177.1071319580078,252.64144897460938
1772353,-728,-1624,-13432,-573,205,255,213,-44,-551,81216327,-465287074,958492377,-105478507,334.56121826171875,186.46469116210938,231.06597900390625
121325,-744,1104,-17392,-108,-6,-38,-189,-572,-518,-2341806,636025043,-864502843,-31984384,3.6420211791992188,177.1009979248047,252.63864135742188
1772459,-352,360,-23672,-1955,1,381,163,-39,-551,82010243,-464958182,958352234,-107567240,334.217529296875,186.6378936767578,231.01126098632812
121431,-240,1488,-17960,-259,89,-43,-197,-572,-488,-2095021,636011458,-864504033,-32238474,3.716505765914917,177.09469604492188,252.6363525390625
1772566,-440,488,-15264,-355,32,15,116,-64,-494,82712421,-464590112,958257269,-109449503,333.91156005859375,186.7958221435547,230.95298767089844
121538,408,2576,-18096,-741,-42,11,-214,-548,-448,-1834068,636000306,-864502688,-32509317,3.7955715656280518,177.08786010742188,252.63436889648438
121644,-496,4320,-17032,-854,94,20,-246,-539,-421,-1539443,635990616,-864498614,-32821002,3.885590076446533,177.07962036132812,252.63250732421875
1772722,-656,400,-15200,-85,33,-19,117,-58,-507,82712421,-464590112,958257269,-109449503,333.91156005859375,186.7958221435547,230.95298767089844
1772829,-448,656,-15040,-52,60,-12,123,-57,-515,6114373,-411719859,991038169,34845732,1.647405982017517,176.3144989013672,225.09368896484375
121800,-800,5936,-17664,-873,130,-8,-290,-527,-398,-1539443,635990616,-864498614,-32821002,3.885590076446533,177.07962036132812,252.63250732421875
1772935,-80,440,-15344,95,105,-5,113,-69,-494,5711459,-411737687,991024118,35102134,1.7479172945022583,176.3057098388672,225.09434509277344
121907,-792,8352,-16960,-890,95,70,-348,-510,-351,105487003,625428875,-851431389,-160303807,38.504180908203125,172.5554656982422,251.3347930908203
1773041,-8,320,-14936,12,53,-6,117,-87,-472,5348582,-411761263,991004274,35441370,1.8473691940307617,176.287109375,225.09573364257812
122013,-560,7528,-15672,-737,513,300,-389,-520,-320,109321340,624729072,-850808089,-163736164,39.606998443603516,172.47671508789062,251.2628936767578
1773148,-240,152,-15448,-34,25,-8,113,-77,-462,5026677,-411794388,990980378,35770221,1.937972068786621,176.2678680419922,225.0983428955078
122120,-1472,-6184,-14264,802,257,153,-355,-547,-318,113148483,623994083,-850191856,-167105109,40.70084762573242,172.40155029296875,251.18753051757812
1773254,-80,432,-15088,-60,-6,-13,110,-75,-475,4726489,-411836907,990954345,36041843,2.0196826457977295,176.25340270996094,225.10214233398438
122226,1712,-2088,-19296,2361,-300,243,-264,-538,-352,116916759,623241806,-849556279,-170516149,41.790367126464844,172.31744384765625,251.10952758789062
122333,4048,2656,-24176,2307,-705,86,-172,-516,-359,120702964,622457175,-848893046,-174011388,42.894256591796875,172.22508239746094,251.02743530273438
1773414,16,352,-15096,-27,-6,-16,113,-72,-478,4726489,-411836907,990954345,36041843,2.0196826457977295,176.25340270996094,225.10214233398438
1773520,-144,352,-15192,-49,-41,-17,124,-83,-493,-941738,-412860422,991005268,19376495,1.7758299112319946,178.12953186035156,225.219482421875
122492,1384,4960,-18944,1297,-305,-1363,-101,-515,-351,120702964,622457175,-848893046,-174011388,42.894256591796875,172.22508239746094,251.02743530273438
1773626,-304,336,-15072,-73,-11,-11,131,-73,-502,-782738,-412911319,990985191,19325800,1.7405270338058472,178.1280517578125,225.2255859375
122598,720,6056,-15880,-89,200,300,-85,-512,-333,-64937486,641771680,-854940855,76875698,339.0398864746094,182.43157958984375,253.5653076171875
1773734,-272,456,-15072,-135,-25,-13,146,-63,-518,-601696,-412967246,990962244,19313921,1.7041058540344238,178.12185668945312,225.2322998046875
122705,-1560,952,-14976,-194,85,-485,-96,-522,-342,-65174257,641198784,-855274797,77736505,338.8918762207031,182.49766540527344,253.48699951171875
1773840,-408,840,-15296,-221,-28,-14,134,-49,-549,-406489,-413020504,990940401,19300929,1.664772868156433,178.1151580810547,225.23870849609375
122811,-1144,416,-20248,-1201,-127,-6,-125,-508,-419,-64845959,639944546,-856230604,77824416,338.9444580078125,182.54212951660156,253.314453125
1773947,-696,1112,-15152,-312,-150,-3,129,-49,-539,-203931,-413073634,990918559,19288480,1.6240485906600952,178.10812377929688,225.24513244628906
122917,-504,224,-17240,-157,-93,-40,-165,-550,-460,-64045102,638148007,-857675880,77323594,339.1572265625,182.57264709472656,253.06703186035156
123024,-384,264,-17504,-10,-10,-26,-180,-550,-474,-62897368,635962168,-859453487,76532685,339.4693298339844,182.60450744628906,252.76602172851562
1774103,424,2336,-15784,-744,70,-22,95,-50,-547,-203931,-413073634,990918559,19288480,1.6240485906600952,178.10812377929688,225.24513244628906
123130,-496,352,-17256,-67,-5,-29,-180,-555,-479,262152,-40592175,623660302,-870824811,352.9362487792969,288.8924560546875,182.5164794921875
1774209,-272,4360,-14560,-779,36,-33,49,-48,-534,-14239154,-414998350,987059450,78795702,9.304396629333496,172.81455993652344,225.3153076171875
123237,-488,600,-17480,-54,-2,-28,-180,-553,-453,262152,-21624336,640330978,-860367941,356.2676086425781,286.7655334472656,181.35987854003906
1774316,-224,5608,-14264,-720,13,-2,22,-52,-522,-16245331,-415055919,986660133,82993738,10.046649932861328,172.4809112548828,225.2995147705078
1774422,352,6712,-14472,-684,-19,-127,-8,-51,-505,-18276745,-415105034,986243038,87177670,10.79270076751709,172.1492462158203,225.28143310546875
123393,-536,528,-17288,10,-20,-31,-181,-551,-442,262152,-21624336,640330978,-860367941,356.2676086425781,286.7655334472656,181.35987854003906
